testDate,County,confirmed_cases,values.CasesChange,tested,values.TotalTestedChange,deaths,values.DeathsChange,population,daily_confirmed_cases,daily_tested,daily_deaths
2020-12-19T00:00:00Z,Illinois,894367,7562,12356446,96851,15123,108,12587.53,7562,96851,108
2020-12-20T00:00:00Z,Illinois,900370,6003,12434525,78079,15201,78,12587.53,6003,78079,78
2020-12-21T00:00:00Z,Illinois,905069,4699,12520979,86454,15298,97,12587.53,4699,86454,97
2020-12-22T00:00:00Z,Illinois,911308,6239,12605743,84764,15412,114,12587.53,6239,84764,114
2020-12-23T00:00:00Z,Illinois,918070,6762,12688071,82328,15547,135,12587.53,6762,82328,135
2020-12-24T00:00:00Z,Illinois,925107,7037,12782980,94909,15643,96,12587.53,7037,94909,96
2020-12-25T00:00:00Z,Illinois,930849,5742,12881938,98958,15799,156,12587.53,5742,98958,156
2020-12-26T00:00:00Z,Illinois,934142,3293,12939386,57448,15865,66,12587.53,3293,57448,66
2020-12-27T00:00:00Z,Illinois,937909,3767,12985612,46226,15969,104,12587.53,3767,46226,104
2020-12-28T00:00:00Z,Illinois,942362,4453,13036658,51046,16073,104,12587.53,4453,51046,104
2020-12-29T00:00:00Z,Illinois,948006,5644,13103444,66786,16179,106,12587.53,5644,66786,106
2020-12-30T00:00:00Z,Illinois,955380,7374,13178017,74573,16357,178,12587.53,7374,74573,178
2020-12-31T00:00:00Z,Illinois,963389,8009,13277443,99426,16490,133,12587.53,8009,99426,133
2021-01-01T00:00:00Z,Illinois,970590,7201,13374665,97222,16645,155,12587.53,7201,97222,155
2021-01-02T00:00:00Z,Illinois,975352,4762,13436652,61987,16674,29,12587.53,4762,61987,29
2021-01-03T00:00:00Z,Illinois,979821,4469,13482117,45465,16755,81,12587.53,4469,45465,81
2021-01-04T00:00:00Z,Illinois,984880,5059,13530371,48254,16833,78,12587.53,5059,48254,78
2021-01-05T00:00:00Z,Illinois,991719,6839,13617454,87083,16957,124,12587.53,6839,87083,124
2021-01-06T00:00:00Z,Illinois,999288,7569,13698428,80974,17095,138,12587.53,7569,80974,138
2021-01-07T00:00:00Z,Illinois,1008045,8757,13803946,105518,17269,174,12587.53,8757,105518,174
2021-01-08T00:00:00Z,Illinois,1017322,9277,13922611,118665,17393,124,12587.53,9277,118665,124
2021-01-09T00:00:00Z,Illinois,1024039,6717,14025514,102903,17493,100,12587.53,6717,102903,100
2021-01-10T00:00:00Z,Illinois,1028750,4711,14103289,77775,17574,81,12587.53,4711,77775,81
2021-01-11T00:00:00Z,Illinois,1033526,4776,14169986,66697,17626,52,12587.53,4776,66697,52
2021-01-12T00:00:00Z,Illinois,1040168,6642,14263477,93491,17743,117,12587.53,6642,93491,117
2021-01-13T00:00:00Z,Illinois,1046030,5862,14339584,76107,17840,97,12587.53,5862,76107,97
2021-01-14T00:00:00Z,Illinois,1052682,6652,14457620,118036,17926,86,12587.53,6652,118036,86
2021-01-15T00:00:00Z,Illinois,1059324,6642,14564776,107156,18049,123,12587.53,6642,107156,123
2021-01-16T00:00:00Z,Illinois,1064667,5343,14667148,102372,18179,130,12587.53,5343,102372,130
2021-01-17T00:00:00Z,Illinois,1068829,4162,14763993,96845,18208,29,12587.53,4162,96845,29
2021-01-18T00:00:00Z,Illinois,1072214,3385,14826995,63002,18258,50,12587.53,3385,63002,50
2021-01-19T00:00:00Z,Illinois,1076532,4318,14898528,71533,18291,33,12587.53,4318,71533,33
2021-01-20T00:00:00Z,Illinois,1081354,4822,14984649,86121,18397,106,12587.53,4822,86121,106
2021-01-21T00:00:00Z,Illinois,1086333,4979,15083685,99036,18520,123,12587.53,4979,99036,123
2021-01-22T00:00:00Z,Illinois,1093375,7042,15209516,125831,18614,94,12587.53,7042,125831,94
2021-01-23T00:00:00Z,Illinois,1098527,5152,15319694,110178,18710,96,12587.53,5152,110178,96
2021-01-24T00:00:00Z,Illinois,1101819,3292,15409832,90138,18749,39,12587.53,3292,90138,39
2021-01-25T00:00:00Z,Illinois,1104763,2944,15484034,74202,18796,47,12587.53,2944,74202,47
2021-01-26T00:00:00Z,Illinois,1108430,3667,15553319,69285,18883,87,12587.53,3667,69285,87
2021-01-27T00:00:00Z,Illinois,1112181,3751,15633443,80124,18964,81,12587.53,3751,80124,81
2021-01-28T00:00:00Z,Illinois,1116372,4191,15733562,100119,19067,103,12587.53,4191,100119,103
2021-01-29T00:00:00Z,Illinois,1120528,4156,15844619,111057,19138,71,12587.53,4156,111057,71
2021-01-30T00:00:00Z,Illinois,1123873,3345,15952421,107802,19203,65,12587.53,3345,107802,65
2021-01-31T00:00:00Z,Illinois,1126301,2428,16039292,86871,19243,40,12587.53,2428,86871,40
2021-02-01T00:00:00Z,Illinois,1128613,2312,16100555,61263,19259,16,12587.53,2312,61263,16
2021-02-02T00:00:00Z,Illinois,1130917,2304,16161454,60899,19306,47,12587.53,2304,60899,47
2021-02-03T00:00:00Z,Illinois,1134231,3314,16258348,96894,19375,69,12587.53,3314,96894,69
2021-02-04T00:00:00Z,Illinois,1137559,3328,16359655,101307,19443,68,12587.53,3328,101307,68
2021-02-05T00:00:00Z,Illinois,1141219,3660,16464740,105085,19525,82,12587.53,3660,105085,82
2021-02-06T00:00:00Z,Illinois,1144281,3062,16555035,90295,19585,60,12587.53,3062,90295,60
2021-02-07T00:00:00Z,Illinois,1146341,2060,16636585,81550,19633,48,12587.53,2060,81550,48
2021-02-08T00:00:00Z,Illinois,1148088,1747,16683795,47210,19666,33,12587.53,1747,47210,33
2021-02-09T00:00:00Z,Illinois,1150170,2082,16739500,55705,19686,20,12587.53,2082,55705,20
2021-02-10T00:00:00Z,Illinois,1152995,2825,16822385,82885,19739,53,12587.53,2825,82885,53
2021-02-11T00:00:00Z,Illinois,1155833,2838,16918910,96525,19841,102,12587.53,2838,96525,102
2021-02-12T00:00:00Z,Illinois,1158431,2598,17021919,103009,19873,32,12587.53,2598,103009,32
2021-02-13T00:00:00Z,Illinois,1160523,2092,17106909,84990,19926,53,12587.53,2092,84990,53
2021-02-14T00:00:00Z,Illinois,1162154,1631,17171858,64949,19961,35,12587.53,1631,64949,35
2021-02-15T00:00:00Z,Illinois,1163574,1420,17224247,52389,20002,41,12587.53,1420,52389,41
2021-02-16T00:00:00Z,Illinois,1164922,1348,17270877,46630,20033,31,12587.53,1348,46630,31
2021-02-17T00:00:00Z,Illinois,1166717,1795,17320814,49937,20057,24,12587.53,1795,49937,24
2021-02-18T00:00:00Z,Illinois,1168683,1966,17388356,67542,20129,72,12587.53,1966,67542,72
2021-02-19T00:00:00Z,Illinois,1170902,2219,17474319,85963,20192,63,12587.53,2219,85963,63
2021-02-20T00:00:00Z,Illinois,1172824,1922,17547531,73212,20234,42,12587.53,1922,73212,42
2021-02-21T00:00:00Z,Illinois,1174409,1585,17622800,75269,20269,35,12587.53,1585,75269,35
2021-02-22T00:00:00Z,Illinois,1175655,1246,17660161,37361,20303,34,12587.53,1246,37361,34
2021-02-23T00:00:00Z,Illinois,1177320,1665,17721561,61400,20330,27,12587.53,1665,61400,27
2021-02-24T00:00:00Z,Illinois,1179342,2022,17804537,82976,20374,44,12587.53,2022,82976,44
2021-02-25T00:00:00Z,Illinois,1181226,1884,17895829,91292,20405,31,12587.53,1884,91292,31
2021-02-26T00:00:00Z,Illinois,1183667,2441,17988085,92256,20460,55,12587.53,2441,92256,55
2021-02-27T00:00:00Z,Illinois,1185447,1780,18069753,81668,20494,34,12587.53,1780,81668,34
2021-02-28T00:00:00Z,Illinois,1186696,1249,18136253,66500,20516,22,12587.53,1249,66500,22
2021-03-01T00:00:00Z,Illinois,1187839,1143,18178487,42234,20536,20,12587.53,1143,42234,20
2021-03-02T00:00:00Z,Illinois,1189416,1577,18234668,56181,20582,46,12587.53,1577,56181,46
2021-03-03T00:00:00Z,Illinois,1191520,2104,18315522,80854,20626,44,12587.53,2104,80854,44
2021-03-04T00:00:00Z,Illinois,1193260,1740,18389512,73990,20667,41,12587.53,1740,73990,41
2021-03-05T00:00:00Z,Illinois,1194702,1442,18492848,103336,20700,33,12587.53,1442,103336,33
2021-03-06T00:00:00Z,Illinois,1197267,2565,18572096,79248,20749,49,12587.53,2565,79248,49
2021-03-07T00:00:00Z,Illinois,1198335,1068,18640190,68094,20762,13,12587.53,1068,68094,13
2021-03-08T00:00:00Z,Illinois,1199517,1182,18679826,39636,20765,3,12587.53,1182,39636,3
2021-03-09T00:00:00Z,Illinois,1201027,1510,18733271,53445,20780,15,12587.53,1510,53445,15
2021-03-10T00:00:00Z,Illinois,1202709,1682,18804759,71488,20808,28,12587.53,1682,71488,28
2021-03-11T00:00:00Z,Illinois,1204409,1700,18894652,89893,20862,54,12587.53,1700,89893,54
2021-03-12T00:00:00Z,Illinois,1206172,1763,18988565,93913,20901,39,12587.53,1763,93913,39
2021-03-13T00:00:00Z,Illinois,1207847,1675,19066070,77505,20924,23,12587.53,1675,77505,23
2021-03-14T00:00:00Z,Illinois,1209331,1484,19131098,65028,20943,19,12587.53,1484,65028,19
2021-03-15T00:00:00Z,Illinois,1210113,782,19170243,39145,20954,11,12587.53,782,39145,11
2021-03-16T00:00:00Z,Illinois,1212110,1997,19221483,51240,20971,17,12587.53,1997,51240,17
2021-03-17T00:00:00Z,Illinois,1213765,1655,19299281,77798,20988,17,12587.53,1655,77798,17
2021-03-18T00:00:00Z,Illinois,1216090,2325,19389098,89817,21022,34,12587.53,2325,89817,34
2021-03-19T00:00:00Z,Illinois,1218470,2380,19481259,92161,21034,12,12587.53,2380,92161,12
2021-03-20T00:00:00Z,Illinois,1220432,1962,19558920,77661,21059,25,12587.53,1962,77661,25
2021-03-21T00:00:00Z,Illinois,1221863,1431,19629022,70102,21081,22,12587.53,1431,70102,22
2021-03-22T00:00:00Z,Illinois,1223083,1220,19676396,47374,21103,22,12587.53,1220,47374,22
2021-03-23T00:00:00Z,Illinois,1224915,1832,19726135,49739,21116,13,12587.53,1832,49739,13
2021-03-24T00:00:00Z,Illinois,1227708,2793,19805516,79381,21136,20,12587.53,2793,79381,20
2021-03-25T00:00:00Z,Illinois,1229898,2190,19895617,90101,21170,34,12587.53,2190,90101,34
2021-03-26T00:00:00Z,Illinois,1232900,3002,19972391,76774,21203,33,12587.53,3002,76774,33
2021-03-27T00:00:00Z,Illinois,1235578,2678,20068566,96175,21228,25,12587.53,2678,96175,25
2021-03-28T00:00:00Z,Illinois,1237828,2250,20134295,65729,21251,23,12587.53,2250,65729,23
2021-03-29T00:00:00Z,Illinois,1239589,1761,20183744,49449,21256,5,12587.53,1761,49449,5
2021-03-30T00:00:00Z,Illinois,1241993,2404,20235323,51579,21273,17,12587.53,2404,51579,17
2021-03-31T00:00:00Z,Illinois,1244585,2592,20313050,77727,21301,28,12587.53,2592,77727,28
2021-04-01T00:00:00Z,Illinois,1248111,3526,20409227,96177,21325,24,12587.53,3526,96177,24
2021-04-02T00:00:00Z,Illinois,1251346,3235,20499802,90575,21348,23,12587.53,3235,90575,23
2021-04-03T00:00:00Z,Illinois,1254185,2839,20562496,62694,21359,11,12587.53,2839,62694,11
2021-04-04T00:00:00Z,Illinois,1256634,2449,20626612,64116,21373,14,12587.53,2449,64116,14
2021-04-05T00:00:00Z,Illinois,1258736,2102,20686198,59586,21382,9,12587.53,2102,59586,9
2021-04-06T00:00:00Z,Illinois,1261667,2931,20737823,51625,21395,13,12587.53,2931,51625,13
2021-04-07T00:00:00Z,Illinois,1265457,3790,20818451,80628,21423,28,12587.53,3790,80628,28
2021-04-08T00:00:00Z,Illinois,1269196,3739,20916192,97741,21455,32,12587.53,3739,97741,32
2021-04-09T00:00:00Z,Illinois,1273200,4004,21017929,101737,21476,21,12587.53,4004,101737,21
2021-04-10T00:00:00Z,Illinois,1276830,3630,21102407,84478,21489,13,12587.53,3630,84478,13
2021-04-11T00:00:00Z,Illinois,1279772,2942,21172007,69600,21505,16,12587.53,2942,69600,16
2021-04-12T00:00:00Z,Illinois,1282205,2433,21225122,53115,21523,18,12587.53,2433,53115,18
2021-04-13T00:00:00Z,Illinois,1285398,3193,21283370,58248,21539,16,12587.53,3193,58248,16
2021-04-14T00:00:00Z,Illinois,1288934,3536,21371760,88390,21569,30,12587.53,3536,88390,30
2021-04-15T00:00:00Z,Illinois,1292515,3581,21477421,105661,21609,40,12587.53,3581,105661,40
2021-04-16T00:00:00Z,Illinois,1296381,3866,21571023,93602,21630,21,12587.53,3866,93602,21
2021-04-17T00:00:00Z,Illinois,1299575,3194,21659208,88185,21653,23,12587.53,3194,88185,23
2021-04-18T00:00:00Z,Illinois,1302241,2666,21729314,70106,21663,10,12587.53,2666,70106,10
2021-04-19T00:00:00Z,Illinois,1304200,1959,21776820,47506,21685,22,12587.53,1959,47506,22
2021-04-20T00:00:00Z,Illinois,1306787,2587,21839226,62406,21694,9,12587.53,2587,62406,9
2021-04-21T00:00:00Z,Illinois,1309552,2765,21920359,81133,21722,28,12587.53,2765,81133,28
2021-04-22T00:00:00Z,Illinois,1312722,3170,22008695,88336,21755,33,12587.53,3170,88336,33
2021-04-23T00:00:00Z,Illinois,1316091,3369,22113490,104795,21777,22,12587.53,3369,104795,22
2021-04-24T00:00:00Z,Illinois,1318998,2907,22208256,94766,21802,25,12587.53,2907,94766,25
2021-04-25T00:00:00Z,Illinois,1321033,2035,22269555,61299,21826,24,12587.53,2035,61299,24
2021-04-26T00:00:00Z,Illinois,1323170,2137,22318791,49236,21835,9,12587.53,2137,49236,9
2021-04-27T00:00:00Z,Illinois,1325726,2556,22381515,62724,21858,23,12587.53,2556,62724,23
2021-04-28T00:00:00Z,Illinois,1328454,2728,22469213,87698,21889,31,12587.53,2728,87698,31
2021-04-29T00:00:00Z,Illinois,1331848,3394,22558270,89057,21927,38,12587.53,3394,89057,38
2021-04-30T00:00:00Z,Illinois,1335055,3207,22666333,108063,21960,33,12587.53,3207,108063,33
2021-05-01T00:00:00Z,Illinois,1337868,2813,22749403,83070,21992,32,12587.53,2813,83070,32
2021-05-02T00:00:00Z,Illinois,1339728,1860,22822562,73159,22019,27,12587.53,1860,73159,27
2021-05-03T00:00:00Z,Illinois,1341777,2049,22872035,49473,22047,28,12587.53,2049,49473,28
2021-05-04T00:00:00Z,Illinois,1343988,2211,22929518,57483,22066,19,12587.53,2211,57483,19
2021-05-05T00:00:00Z,Illinois,1346398,2410,23007188,77670,22096,30,12587.53,2410,77670,30
2021-05-06T00:00:00Z,Illinois,1348176,1778,23103484,96296,22135,39,12587.53,1778,96296,39
2021-05-07T00:00:00Z,Illinois,1351497,3321,23204489,101005,22171,36,12587.53,3321,101005,36
2021-05-08T00:00:00Z,Illinois,1353226,1729,23281801,77312,22193,22,12587.53,1729,77312,22
2021-05-09T00:00:00Z,Illinois,1354967,1741,23347731,65930,22223,30,12587.53,1741,65930,30
2021-05-10T00:00:00Z,Illinois,1356391,1424,23388864,41133,22235,12,12587.53,1424,41133,12
2021-05-11T00:00:00Z,Illinois,1357953,1562,23435198,46334,22259,24,12587.53,1562,46334,24
2021-05-12T00:00:00Z,Illinois,1359748,1795,23505414,70216,22285,26,12587.53,1795,70216,26
2021-05-13T00:00:00Z,Illinois,1361666,1918,23594096,88682,22320,35,12587.53,1918,88682,35
2021-05-14T00:00:00Z,Illinois,1363507,1841,23677720,83624,22368,48,12587.53,1841,83624,48
2021-05-15T00:00:00Z,Illinois,1365020,1513,23761576,83856,22415,47,12587.53,1513,83856,47
2021-05-16T00:00:00Z,Illinois,1366268,1248,23813589,52013,22439,24,12587.53,1248,52013,24
2021-05-17T00:00:00Z,Illinois,1367214,946,23846737,33148,22445,6,12587.53,946,33148,6
2021-05-18T00:00:00Z,Illinois,1368709,1495,23904959,58222,22466,21,12587.53,1495,58222,21
2021-05-19T00:00:00Z,Illinois,1370342,1633,23972125,67166,22494,28,12587.53,1633,67166,28
2021-05-20T00:00:00Z,Illinois,1371884,1542,24051654,79529,22535,41,12587.53,1542,79529,41
2021-05-21T00:00:00Z,Illinois,1373457,1573,24124753,73099,22556,21,12587.53,1573,73099,21
2021-05-22T00:00:00Z,Illinois,1374565,1108,24184067,59314,22599,43,12587.53,1108,59314,43
2021-05-23T00:00:00Z,Illinois,1375508,943,24233267,49200,22623,24,12587.53,943,49200,24
2021-05-24T00:00:00Z,Illinois,1376441,933,24266277,33010,22633,10,12587.53,933,33010,10
2021-05-25T00:00:00Z,Illinois,1377249,808,24309118,42841,22649,16,12587.53,808,42841,16
2021-05-26T00:00:00Z,Illinois,1378388,1139,24366520,57402,22676,27,12587.53,1139,57402,27
2021-05-27T00:00:00Z,Illinois,1379279,891,24434225,67705,22718,42,12587.53,891,67705,42
2021-05-28T00:00:00Z,Illinois,1380261,982,24490663,56438,22739,21,12587.53,982,56438,21
2021-05-29T00:00:00Z,Illinois,1381063,802,24551788,61125,22776,37,12587.53,802,61125,37
2021-05-30T00:00:00Z,Illinois,1381665,602,24590395,38607,22794,18,12587.53,602,38607,18
2021-05-31T00:00:00Z,Illinois,1382186,521,24616087,25692,22827,33,12587.53,521,25692,33
2021-06-01T00:00:00Z,Illinois,1382587,401,24640360,24273,22833,6,12587.53,401,24273,6
2021-06-02T00:00:00Z,Illinois,1383065,478,24676057,35697,22841,8,12587.53,478,35697,8
2021-06-03T00:00:00Z,Illinois,1383739,674,24731489,55432,22865,24,12587.53,674,55432,24
2021-06-04T00:00:00Z,Illinois,1384365,626,24796789,65300,22880,15,12587.53,626,65300,15
2021-06-05T00:00:00Z,Illinois,1384903,538,24847616,50827,22912,32,12587.53,538,50827,32
2021-06-06T00:00:00Z,Illinois,1385245,342,24886002,38386,22949,37,12587.53,342,38386,37
2021-06-07T00:00:00Z,Illinois,1385489,244,24913350,27348,22963,14,12587.53,244,27348,14
2021-06-08T00:00:00Z,Illinois,1385854,365,24949758,36408,22974,11,12587.53,365,36408,11
2021-06-09T00:00:00Z,Illinois,1386262,408,24991516,41758,22996,22,12587.53,408,41758,22
2021-06-10T00:00:00Z,Illinois,1386628,366,25033919,42403,23013,17,12587.53,366,42403,17
2021-06-11T00:00:00Z,Illinois,1387029,401,25073580,39661,23035,22,12587.53,401,39661,22
2021-06-12T00:00:00Z,Illinois,1387297,268,25125050,51470,23050,15,12587.53,268,51470,15
2021-06-13T00:00:00Z,Illinois,1387595,298,25160648,35598,23061,11,12587.53,298,35598,11
2021-06-14T00:00:00Z,Illinois,1387760,165,25185883,25235,23068,7,12587.53,165,25235,7
2021-06-15T00:00:00Z,Illinois,1387986,226,25227247,41364,23083,15,12587.53,226,41364,15
2021-06-16T00:00:00Z,Illinois,1388338,352,25271173,43926,23104,21,12587.53,352,43926,21
2021-06-17T00:00:00Z,Illinois,1388586,248,25318410,47237,23120,16,12587.53,248,47237,16
2021-06-18T00:00:00Z,Illinois,1388688,102,25357568,39158,23133,13,12587.53,102,39158,13
2021-06-19T00:00:00Z,Illinois,1389054,366,25403553,45985,23143,10,12587.53,366,45985,10
2021-06-20T00:00:00Z,Illinois,1389258,204,25438556,35003,23155,12,12587.53,204,35003,12
2021-06-21T00:00:00Z,Illinois,1389443,185,25457197,18641,23159,4,12587.53,185,18641,4
2021-06-22T00:00:00Z,Illinois,1389634,191,25491706,34509,23165,6,12587.53,191,34509,6
2021-06-23T00:00:00Z,Illinois,1389892,258,25535634,43928,23173,8,12587.53,258,43928,8
2021-06-24T00:00:00Z,Illinois,1390140,248,25583377,47743,23191,18,12587.53,248,47743,18
2021-06-25T00:00:00Z,Illinois,1390432,292,25634328,50951,23199,8,12587.53,292,50951,8
2021-06-26T00:00:00Z,Illinois,1390731,299,25668065,33737,23207,8,12587.53,299,33737,8
2021-06-27T00:00:00Z,Illinois,1390908,177,25698054,29989,23214,7,12587.53,177,29989,7
2021-06-28T00:00:00Z,Illinois,1391179,271,25709914,11860,23217,3,12587.53,271,11860,3
2021-06-29T00:00:00Z,Illinois,1391480,301,25755919,46005,23221,4,12587.53,301,46005,4
2021-06-30T00:00:00Z,Illinois,1391739,259,25797100,41181,23225,4,12587.53,259,41181,4
2021-07-01T00:00:00Z,Illinois,1392196,457,25831883,34783,23235,10,12587.53,457,34783,10
2021-07-02T00:00:00Z,Illinois,1392552,356,25868855,36972,23245,10,12587.53,356,36972,10
2021-07-03T00:00:00Z,Illinois,1392971,419,25907523,38668,23252,7,12587.53,419,38668,7
2021-07-04T00:00:00Z,Illinois,1393055,84,25917702,10179,23256,4,12587.53,84,10179,4
2021-07-05T00:00:00Z,Illinois,1393172,117,25922849,5147,23256,0,12587.53,117,5147,0
2021-07-06T00:00:00Z,Illinois,1393773,601,25962476,39627,23272,16,12587.53,601,39627,16
2021-07-07T00:00:00Z,Illinois,1394235,462,25989308,26832,23278,6,12587.53,462,26832,6
2021-07-08T00:00:00Z,Illinois,1394852,617,26023512,34204,23289,11,12587.53,617,34204,11
2021-07-09T00:00:00Z,Illinois,1395497,645,26064549,41037,23297,8,12587.53,645,41037,8
2021-07-10T00:00:00Z,Illinois,1396103,606,26105934,41385,23309,12,12587.53,606,41385,12
2021-07-11T00:00:00Z,Illinois,1396629,526,26135753,29819,23321,12,12587.53,526,29819,12
2021-07-12T00:00:00Z,Illinois,1397089,460,26152157,16404,23324,3,12587.53,460,16404,3
2021-07-13T00:00:00Z,Illinois,1397667,578,26183998,31841,23336,12,12587.53,578,31841,12
2021-07-14T00:00:00Z,Illinois,1398409,742,26218311,34313,23343,7,12587.53,742,34313,7
2021-07-15T00:00:00Z,Illinois,1399270,861,26259477,41166,23349,6,12587.53,861,41166,6
2021-07-16T00:00:00Z,Illinois,1399946,676,26292979,33502,23357,8,12587.53,676,33502,8
2021-07-17T00:00:00Z,Illinois,1400942,996,26328798,35819,23369,12,12587.53,996,35819,12
2021-07-18T00:00:00Z,Illinois,1402093,1151,26364691,35893,23373,4,12587.53,1151,35893,4
2021-07-19T00:00:00Z,Illinois,1402763,670,26386287,21596,23377,4,12587.53,670,21596,4
2021-07-20T00:00:00Z,Illinois,1403508,745,26411240,24953,23382,5,12587.53,745,24953,5
2021-07-21T00:00:00Z,Illinois,1404466,958,26444494,33254,23392,10,12587.53,958,33254,10
2021-07-22T00:00:00Z,Illinois,1406459,1993,26497201,52707,23397,5,12587.53,1993,52707,5
2021-07-23T00:00:00Z,Illinois,1407929,1470,26534129,36928,23401,4,12587.53,1470,36928,4
2021-07-24T00:00:00Z,Illinois,1409313,1384,26584736,50607,23404,3,12587.53,1384,50607,3
2021-07-25T00:00:00Z,Illinois,1410733,1420,26621834,37098,23405,1,12587.53,1420,37098,1
2021-07-26T00:00:00Z,Illinois,1411821,1088,26647342,25508,23409,4,12587.53,1088,25508,4
2021-07-27T00:00:00Z,Illinois,1413490,1669,26678361,31019,23414,5,12587.53,1669,31019,5
2021-07-28T00:00:00Z,Illinois,1415572,2082,26720724,42363,23420,6,12587.53,2082,42363,6
2021-07-29T00:00:00Z,Illinois,1417263,1691,26768999,48275,23432,12,12587.53,1691,48275,12
2021-07-30T00:00:00Z,Illinois,1419611,2348,26823562,54563,23440,8,12587.53,2348,54563,8
2021-07-31T00:00:00Z,Illinois,1421791,2180,26880263,56701,23447,7,12587.53,2180,56701,7
2021-08-01T00:00:00Z,Illinois,1423532,1741,26927209,46946,23448,1,12587.53,1741,46946,1
2021-08-02T00:00:00Z,Illinois,1425219,1687,26960921,33712,23450,2,12587.53,1687,33712,2
2021-08-03T00:00:00Z,Illinois,1427901,2682,27005486,44565,23458,8,12587.53,2682,44565,8
2021-08-04T00:00:00Z,Illinois,1430265,2364,27056446,50960,23476,18,12587.53,2364,50960,18
2021-08-05T00:00:00Z,Illinois,1433313,3048,27119503,63057,23490,14,12587.53,3048,63057,14
2021-08-06T00:00:00Z,Illinois,1436353,3040,27188772,69269,23503,13,12587.53,3040,69269,13
2021-08-07T00:00:00Z,Illinois,1439387,3034,27254788,66016,23516,13,12587.53,3034,66016,13
2021-08-08T00:00:00Z,Illinois,1441646,2259,27307354,52566,23526,10,12587.53,2259,52566,10
2021-08-09T00:00:00Z,Illinois,1444211,2565,27351586,44232,23532,6,12587.53,2565,44232,6
2021-08-10T00:00:00Z,Illinois,1447161,2950,27403429,51843,23542,10,12587.53,2950,51843,10
2021-08-11T00:00:00Z,Illinois,1451094,3933,27464864,61435,23551,9,12587.53,3933,61435,9
